상품명,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,가격,행사 정보,편의점 코드,상품 이미지
"화이트 그레이프 비네거(포도쥬스1.24%,포도향0.19%함유)",음료베이스,1800,212,0,0,53,6,,,,
위 더 레전드 유기농 피꾸알 엑스트라 버진 올리브오일,올리브유,500,900,0,100,0,0,,,,
커클랜드 시그니춰 치즈 피자,빵류,1920,242,10,10,28,558,,,,
중쇄중성지방유(엠씨티오일),가공유지,190000,900,0,100,0,0,,,,
팜에스터 3575(엠씨티오일),가공유지,190000,900,0,100,0,0,,,,
코코탑 프리미엄 해바라기유,해바라기유,18000,810,0,90,0,0,,,,
트레드키 코코넛 오일,야자유,20000,900,0,100,0,0,,,,
트레드키 팜 오일,팜유류,20000,900,0,100,0,0,,,,
트레드키 퓨어 카놀라유,채종유(유채유 또는 카놀라유),10800,810,0,90,0,0,,,,
트레드키 퓨어팜 올레인 베지트블오일,팜유류,18000,810,0,90,0,0,,,,
하리보 골드베렌 컵,캔디류,175,333,6.8,0,76.5,10,,,,
하리보 다이노스(200g),캔디류,200,335,7.5,0.1,76,20,,,,
하리보 웜즈 사우어(100g),캔디류,100,361,6,0.1,84,27,,,,
하리보 웜즈(200g),캔디류,200,337,7.5,0.1,76.4,20,,,,
하리보 피치 컵,캔디류,175,337,6,0.1,78,30,,,,
하리보 해피콜라향 사우어(200g),캔디류,200,340,7,0,78,20,,,,
판도리오 올리브오일 초콜릿 비스킷 (163593),과자,200,530,7,26,67,80,,,,
로제트,빵류,4000,250,9,3.5,46,500,,,,
바게트,빵류,4000,235,9,0.8,48,500,,,,
우유 샌드위치 빵,빵류,4000,285,9,7,46,500,,,,
치아바타,빵류,4200,235,9,0.9,48,780,,,,
티롤레스 바게트,빵류,4000,235,10,1.5,45,520,,,,
피제테 알 뽀모도로,빵류,3300,275,6,11.3,37,1200,,,,
피제테 알라 치폴라,빵류,3300,270,6,11.3,37,1200,,,,
레드후르츠 파스텔디나따,빵류,2880,243,4,11,32,500,,,,
볼로 아로즈,빵류,4800,388,3,20,49,800,,,,
초코렛 파스텔디나따,빵류,2880,298,4,14,39,500,,,,
치즈케익머핀,빵류,1500,327,3,19,36,1200,,,,
커피 파스텔디나따,빵류,2880,294,5,14,37,600,,,,
토피 파스텔디나따,빵류,2880,303,5,15,37,700,,,,
토피카라멜머핀,빵류,2200,408,4,20,53,500,,,,
파스텔 드 나타 솔티드카랴멜,빵류,4500,223,3,11,28,490,,,,
파스텔 드 나타 스트로베리,빵류,4500,193,3,9,25,530,,,,
파스텔 드 나타 애플,빵류,4500,195,3,7,30,570,,,,
파스텔 드 나타 에그타르트 (240 g),빵류,240,288,5,12,40,200,,,,
파스텔 드 나타 초콜렛,빵류,4500,250,4,12,31,320,,,,
파스텔디나따,빵류,2880,275,5,11,39,600,,,,
파스텔디나따 레드후르츠,빵류,2880,243,4,11,32,500,,,,
파스텔디나따 초코렛,빵류,2880,298,4,14,39,500,,,,
파스텔디나따 커피,빵류,2880,294,5,14,37,600,,,,
펌킨앤월넛 브레드,빵류,7350,354,10,14,47,200,,,,
커스타드 타르트,빵류,2784,280,4.4,11,41.1,108,,,,
파네토네,빵류,1000,360,6,13,55,150,,,,
레몬 앤 오렌지맛 캔디,캔디류,100,400,0.41,0.33,98.7,40,,,,
레몬 앤 오렌지맛 캔디,캔디류,500,374,0,0,93.5,3,,,,
포지타노 레몬맛캔디,캔디류,1000,378,0,0,94.5,5,,,,
포지타노 오렌지맛 캔디,캔디류,200,372,0,0,93,5,,,,
라자냐,건면,500,342,12,1.1,71,10,,,,
링귀네테,건면,500,340,12,1.1,71,10,,,,
스파게티,건면,500,340,12,1.1,71,10,,,,
스파게티니,건면,500,340,12,1.1,71,10,,,,
이탈파스나 트리칼러리,건면,500,348,12,1.1,71,5,,,,
페투치네,건면,500,342,12,1.1,71,10,,,,
펜네 리가테,건면,500,342,12,1.1,71,10,,,,
캄포필로네 (네로 탈리올리니),건면,250,379,15,4.5,66,528,,,,
캄포필로네 (마케론치니),건면,250,379,15,4.5,66,528,,,,
캄포필로네 (키타리나),건면,250,379,15,4.5,66,528,,,,
캄포필로네 (탈리아텔레),건면,250,379,15,4.5,66,528,,,,
캄포필로네 (파파델레),건면,250,379,15,4.5,66,528,,,,
안티카 마디아 라자냐 파스타(46957),건면,250,360,13,3.8,69,32,,,,
안티카 마디아 멀티 컬러 라자냐(46952),건면,250,360,12,1.5,74,30,,,,
안티카 마디아 에그 뇨끼(137219),건면,250,370,14,4.7,68,150,,,,
안티카 마디아 파르팔레 그린/레드 파스타 (128231),건면,250,358,12,1.5,74,75,,,,
안티카 마디아 파르팔레 에그 파스타 (64989),건면,250,362,13,3.8,69,80,,,,
안티카 마이다 탈리아텔레 파스타(46955),건면,250,374,15,6,65,48,,,,
링귀니,건면,500,335,12,1.2,71,0,,,,
스파게토니,건면,500,355,12,1.2,71,0,,,,
스파게토니,건면,500,350,12,1.2,71,0,,,,
스파게토니,건면,500,335,12,1.2,71,0,,,,
스파게티,건면,500,335,12,1.2,71,0,,,,
스피랄리 트리칼라,건면,500,335,12,1.2,71,0,,,,
펜네 리가테 트리칼라,건면,500,335,12,1.2,71,0,,,,
후라이팬 뇨끼 (2인분) (87945),숙면,500,180,6,2.4,34,420,,,,
토스카노 듀럼 밀 파스타 질리 (42987),건면,500,347,12,1.2,72,24,,,,
토스카노 듀럼 밀 파스타 파파르델레 (95149),건면,500,347,13,1.2,72,24,,,,
토스카노 듀럼 밀 파스타 피치 (42988),건면,500,347,12,1.2,72,24,,,,
엑스트리버진올리브오일과 아몬드 누가 스프레드,땅콩 또는 견과류가공품,150,543,10,31,56,20,,,,
구겔호프 초코마블케익,빵류,400,466,6,26,52,600,,,,
바비 딸기필링 미니머핀-1.5KG,빵류,1500,407,5,19,54,180,,,,
바비 딸기필링 미니머핀-200g,빵류,200,407,5,19,54,180,,,,
바비 블루베리필링 미니머핀-1.5KG,빵류,1500,438,4,22,56,500,,,,
바비 클래식 케이크,빵류,1500,452,6,24,53,220,,,,
바비칩 케이크,빵류,1400,460,5,24,56,250,,,,
초코칩 미니머핀,빵류,200,460,5,24,56,250,,,,
클래식 미니머핀,빵류,500,452,6,24,53,220,,,,
딸기 핑크페퍼 잼,기타잼,210,234,0.04,0.5,48.5,0.47,,,,
무화과 블랙페퍼 바닐라 잼,잼,210,220.2,0.6,0.2,52.9,0.1,,,,
체리 진저 페퍼민트 잼,잼,210,239.7,0.7,0.2,59,39,,,,
마르케시 파네토네 클래식,빵류,1000,399,7.7,19.3,48.3,100,,,,
테스코 파이니스트 파스타 (질리),건면,1000,170,6.8,0.5,33.9,100,,,,
테스코 파이니스트 파스타 (콘킬리오니 리가테),건면,1500,170,6.8,0.5,33.9,100,,,,
테스코 파이니스트 파스타 (펜노니 리가테),건면,1000,170,6.8,0.5,33.9,100,,,,
테스코 파이니스트 파스타 (푸실리 룽기 콜 부코),건면,1000,170,6.8,0.5,33.9,100,,,,
딸리아뗄레,건면,250,376,16,3.5,66,45,,,,
파스타 세카,건면,500,350,13,1,73,2,,,,
AIDA 스파게티,건면,500,355,11,1.7,74,0,,,,
